S.NO, Name,Movie,Avg E,Avg H,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,Mean_SC0,Mean_SC1,Mean_SC2,Mean_SC3,Mean_SC4,Mean_SC5,Mean_SC6,SD_SC0,SD_SC1,SD_SC2,SD_SC3,SD_SC4,SD_SC5,SD_SC6,Mean_Centroid,SD_Centroid,Mean_Flatness,SD_Flatness,PeakDensity,Tempo
58,Singam Singam,Singam,0.916666667,0.5,-0.020052388,-0.038635291,0.016405491,-0.023835294,-0.004574504,-0.014495594,-0.014953787,-0.018497271,0.003349283,-0.036903504,-0.004985682,-0.028105808,-0.027989243,0.276923322,0.332314694,0.352541514,0.341608393,0.304544242,0.360258255,0.644405268,0.101549152,0.173915601,0.174718548,0.166008526,0.167756136,0.185407869,0.104851287,0.289041082,0.168484134,0.08751091,0.16483085,4.495891662,95.703125
59,Dhrogam Dhrogam,Aaru,1,0.666666667,-0.010524298,-0.000574039,0.030376368,-0.016701334,0.000631451,-0.010847228,0.023792073,-0.038383279,0.008255249,-0.012620742,-0.001728713,-0.016270863,-0.00126002,0.284394096,0.360411831,0.398395089,0.442341261,0.426687445,0.464591039,0.645930398,0.12661358,0.13896046,0.180678467,0.151828422,0.155823249,0.132305857,0.106673381,0.253293697,0.108693329,0.049010456,0.06688019,6.246268657,129.1992188
60,Thappellam Thappe Illai,Naan,0.666666667,0.5,-0.012562181,-0.010705459,-0.012851365,-0.031449886,-0.018212886,-0.018073509,0.00998935,-0.030474889,0.026053942,-0.004404905,-0.035230583,-0.015223858,-0.046914443,0.454067197,0.352452157,0.368608527,0.371925174,0.353378448,0.322704085,0.387483928,0.138428885,0.138254153,0.170395024,0.184336255,0.16413101,0.171794843,0.100357793,0.320663582,0.154878469,0.058581356,0.11696409,5.749233129,129.1992188
61,Aathichudi,TN 07 AL 4777,0.916666667,0.75,-0.019308886,-0.017222457,0.005911821,-0.008082492,-0.029020171,-0.013485698,0.025507491,-0.064004108,-0.001717222,-0.023077079,-0.013200099,0.022856766,-0.005023443,0.275381502,0.291692407,0.305879474,0.378815457,0.372520817,0.399176148,0.562471746,0.091555734,0.12298505,0.140879782,0.174817436,0.151492646,0.173590584,0.098524325,0.303321263,0.118380473,0.074191965,0.09554625,5.191828255,135.9991776
62,Taxi Taxi,Sakkarakatti,1,0.833333333,-0.031986555,-0.033869213,-0.015501162,-0.010787108,0.011239251,-0.002724916,0.020919239,-0.0114165,0.048361701,0.019285012,0.021586728,-0.009894476,-0.043515463,0.389695968,0.386367558,0.350036798,0.41635139,0.395036992,0.348888945,0.480289825,0.136395124,0.159113667,0.143029555,0.169198003,0.177031786,0.163301633,0.101856123,0.334363455,0.140647578,0.16048735,0.18680649,4.462340231,129.1992188
63,Bang Bang Bang,Anjaan,0.833333333,0.75,-0.015682979,-0.023197064,0.013362601,-0.008494476,-0.016541772,-0.019140549,0.023002036,-0.03802091,-0.015483533,-0.028232078,-0.0013161,-0.000830239,-0.008761992,0.341286083,0.392247617,0.387549958,0.380496051,0.425200694,0.312807749,0.664792461,0.149471144,0.160663314,0.153315184,0.163208744,0.168685227,0.141887581,0.103971312,0.458636755,0.182420284,0.09697548,0.11485833,4.272992925,117.4538352
64,Oru Sooravali,Tamizh Padam,0.666666667,0.75,-0.020342462,-0.017151356,-0.004700705,-0.002927288,-0.014317507,-0.002102133,0.001061719,-0.001906327,-0.018207139,-0.01713122,-0.01475626,-0.032041198,-0.022698388,0.331709658,0.436376678,0.392569528,0.347699991,0.365158571,0.391939218,0.639990344,0.096590673,0.155234383,0.165604,0.153270334,0.179093709,0.164091551,0.088673763,0.254808494,0.116531491,0.10818114,0.1135556,4.685035157,89.10290948
65,Oru Mugamo Iru Mugamo,Bheema,0.833333333,0.583333333,-0.014479045,-0.004178248,-0.001835514,-0.008764497,-0.012634171,-0.023139841,0.026110862,-0.052417381,0.01106543,-0.038972106,-0.041943674,-0.036940659,-0.001445859,0.322597912,0.367893652,0.426323333,0.475080072,0.45942949,0.376848339,0.56935955,0.103498275,0.142886787,0.161432498,0.175081742,0.163825907,0.188569541,0.120979382,0.351853314,0.171434598,0.05727318,0.11392424,5.724648748,95.703125
66,Karuppu Vellai,Vikram Vedha,0.583333333,0.5,0.009636657,-0.039881244,0.01021292,-0.007632171,0.012413355,-0.035579578,0.000185094,-0.002291727,-0.002188206,-0.008544196,0.038430304,0.009402036,-0.028106858,0.342508956,0.497881565,0.428080743,0.399572312,0.301855434,0.397679127,0.62107676,0.123419128,0.152350538,0.158547464,0.175880113,0.123107931,0.150385471,0.139233549,0.261636531,0.15905612,0.039172184,0.07144037,4.082083843,107.6660156
67,Maruvaarthai Pesadhe,ENPT,0.416666667,0.75,-0.00596377,-0.034302021,-0.027642363,-0.006083226,-0.042969696,-0.027543168,0.024711563,-0.006127205,0.000142625,-0.03730083,-0.036809717,-0.008176213,-0.027102812,0.371831149,0.373477955,0.40547918,0.547904826,0.451366689,0.375722483,0.566941607,0.178490882,0.144869565,0.154596802,0.17448299,0.154226569,0.141770023,0.14386027,0.239202834,0.12082563,0.09247104,0.15471713,3.742431193,129.1992188
68,Erangi Vandhu,Kathakali,0.833333333,0.916666667,-0.023094971,-0.033731276,-0.018781719,-0.027252913,-0.028342101,-0.024162145,-0.013895718,-0.027676589,0.011651077,-0.005738186,-0.009614819,-0.008123709,-0.006849077,0.314640822,0.364240002,0.281867008,0.416184691,0.386326105,0.351050072,0.626429033,0.111108009,0.15303906,0.115918461,0.166023935,0.173846202,0.162018537,0.09845055,0.268259337,0.137397014,0.15479968,0.16187875,5.669421488,161.4990234
69,Ethirneechal Adi,Ethirneechal,0.916666667,0.666666667,-0.03284756,-0.024898576,-0.014772358,-0.010426334,0.00738759,-0.012275717,0.007404878,-0.006927404,0.006321826,-0.00220907,-0.007016255,-0.006760177,-0.008944442,0.219482875,0.3579939,0.377985902,0.320308756,0.373601552,0.334294842,0.53917087,0.105707259,0.138742947,0.16660499,0.141089891,0.159875501,0.146654258,0.081323611,0.345968281,0.146265707,0.21565121,0.1874623,4.744850907,117.4538352
70,Vaadi Pulla Vaadi,Meesaya Murukku,0.583333333,0.25,-0.018588551,-0.05436637,-0.011321613,-0.008063054,-0.081630476,-0.073129716,0.000202626,-0.087743063,-0.021946828,-0.031274375,-0.005431024,0.021134634,-0.023702866,0.334927042,0.356960482,0.402892607,0.314367135,0.434517081,0.507893423,0.457364649,0.133429258,0.131158261,0.144352478,0.119474506,0.17749904,0.174880284,0.153060016,0.308500358,0.132927198,0.07402803,0.1072294,4.926997245,123.046875
71,Adadada Aarambame,Aarambam,0.75,0.75,-0.019274594,-0.035483157,-0.022724252,0.002823102,0.012232384,-0.010069667,-0.009108529,-0.013415766,-0.008385458,-0.012523214,-0.030490334,-0.055884482,-0.016281504,0.352840468,0.373815399,0.332988657,0.40419629,0.430663656,0.336819437,0.613013798,0.133619524,0.176850473,0.13439707,0.185256346,0.195592576,0.160490891,0.128786095,0.412938973,0.178297044,0.11230561,0.13622843,3.771533293,75.99954044
72,Ellapugazhum,ATM,0.75,0.666666667,-0.019431877,0.00010998,0.001224598,-0.012155533,-0.005057392,-0.002912591,0.003546439,-0.010487402,0.011312786,-0.009305107,0.016136993,-0.013579692,0.014508551,0.281282459,0.330228299,0.400230231,0.433830395,0.411451021,0.431994099,0.60796375,0.11714535,0.126439835,0.16447681,0.17738657,0.127445749,0.175335553,0.10275037,0.436609854,0.170432031,0.123248994,0.149156,4.674193548,117.4538352
73,Kaadhalikadhe Manase,Imaikka Nodigal,0.666666667,0.25,-0.032996928,-0.036825426,-0.014239001,0.001418498,-0.028433779,-0.035071743,-0.013382192,-0.014837743,-0.008642553,-0.019356062,-0.025611054,-0.023131535,-0.013564365,0.237421532,0.294092853,0.364054474,0.350001674,0.401934092,0.320909766,0.655031355,0.108452908,0.124754845,0.158587801,0.146914527,0.178883781,0.151775307,0.103022959,0.294327613,0.113879478,0.22094496,0.17970027,5.182258065,143.5546875
74,Pudhu Pudhu,Dhaam Dhoom,0.666666667,0.666666667,-0.017095734,-0.020572361,-0.000176763,0.042211297,-0.026311774,-0.015229157,0.029951114,-0.031290555,0.047374329,0.035918648,0.022189372,0.028831976,0.02377077,0.455974375,0.443528848,0.446279042,0.431685229,0.524169585,0.405188961,0.465633372,0.114749832,0.18991899,0.165221326,0.195898152,0.164059121,0.210926079,0.136679933,0.351339201,0.15314258,0.071842626,0.13387017,6.791857274,117.4538352
75,June Ponal,Unnale Unnale,0.583333333,0.75,-0.018961455,0.000436915,0.004146894,0.001125442,-0.020416761,-0.026284052,0.008650026,-0.03840387,0.01052512,-0.013686989,-0.001765604,-0.007643077,0.000507244,0.333473287,0.467569273,0.467488806,0.449612732,0.51132524,0.452743545,0.420023223,0.123843053,0.150555682,0.139477599,0.153497387,0.204386134,0.203540395,0.163629432,0.35221233,0.156017904,0.082209125,0.13882315,4.135635865,112.3471467
76,Mental Manadhil,OK Kanmani,0.666666667,0.75,-0.024364143,0.001343207,-0.035475486,-0.006571703,-0.009328467,-0.00695481,0.007528985,-0.015683281,-0.000395173,-0.001501743,-0.010912442,-0.013974144,-0.020783031,0.383453865,0.386407727,0.347795705,0.422800595,0.432975215,0.35168722,0.489528576,0.118540744,0.168124307,0.132880208,0.162998733,0.153909343,0.157253161,0.12386036,0.344925836,0.160435088,0.09973215,0.13193616,5.073986589,161.4990234
77,Maanja Pottu,Maan Karate,0.666666667,0.666666667,-0.014782843,-0.059531429,-0.0395562,-0.053921284,-0.023886923,-0.040100188,-0.014032447,-0.04639139,0.017697767,-0.001369245,-0.02048821,-0.020370839,-0.017030946,0.342138282,0.280022248,0.399883062,0.417301534,0.444719184,0.45755429,0.580876485,0.119254367,0.127751215,0.169795117,0.170458976,0.181474708,0.197791599,0.128068811,0.334115076,0.154123673,0.05970098,0.11833288,5.961269745,161.4990234
78,Kaaki Sattai Title Song,Kaaki Sattai,0.666666667,0.5,-0.022680828,-0.027652569,-0.003971125,-0.008530099,-0.022552316,-0.030092195,-9.22E-05,0.005612123,-0.024597533,-0.041804567,-0.020549203,-0.015696185,-0.016101264,0.311110072,0.43737312,0.486348752,0.299137997,0.400192165,0.28664566,0.591763835,0.125254162,0.156070821,0.168635688,0.132776091,0.155629163,0.154472468,0.120234315,0.351010158,0.16224626,0.1558526,0.18341286,5.046536466,112.3471467
79,Konjum Mynakale,Kandukondein Kandukondein,0.333333333,0.75,-0.019638393,0.001695336,0.004361122,-0.009430951,-0.068400225,-0.020588039,-0.024351721,-0.039352201,-0.029146298,-0.043387821,0.019495768,-0.001275954,-0.004436137,0.338659351,0.359665733,0.433258165,0.358959565,0.339873327,0.36590729,0.367790987,0.146431327,0.160051437,0.185585943,0.197201777,0.191526777,0.181560947,0.123960141,0.356900061,0.181771357,0.057777755,0.11373421,5.572929354,86.1328125
80,Vaarayo Vaarayo ,Aadhavan,0.25,0.75,0.016114654,-0.02944024,-0.037207117,-0.026846492,-0.023719895,0.003042438,-0.021588323,-0.025589386,-0.015360471,-0.052054988,-0.062685496,-0.062476225,-0.025744179,0.33127487,0.461828688,0.422406302,0.550075803,0.627313581,0.419532043,0.658830719,0.121661298,0.15999346,0.146663007,0.16303681,0.150892138,0.164291718,0.089828039,0.266116161,0.178545619,0.026590852,0.103419535,3.232638889,103.359375
81,Dheivangal Ellam,KBKR,0.25,0.25,0.009752543,0.015514387,-0.006259288,0.012505237,-0.023525074,-0.01930918,-0.000813737,-0.058221413,-0.023375785,-0.018323499,0.022279683,0.003169501,-0.004351133,0.455660286,0.451484471,0.428867039,0.443058655,0.473189448,0.437450362,0.569755454,0.136131999,0.143126673,0.146343091,0.196087296,0.152078363,0.148973606,0.101588496,0.114849527,0.098120047,0.027807903,0.075789295,2.628209046,172.265625
82,New York Nagaram,Sillunu Oru Kadhal,0.416666667,0.333333333,-0.024821777,-0.006791485,-0.031092864,-0.025408885,-0.037952628,-0.037796119,-0.032491756,-0.029619811,-0.033487854,-0.0196633,0.002292595,-0.014291427,-0.009153138,0.346913304,0.36795105,0.352894628,0.433619425,0.415528595,0.380242023,0.543358463,0.158660532,0.134288834,0.149750423,0.172277051,0.17595687,0.172386734,0.093886025,0.43093774,0.157107586,0.10478775,0.13346222,3.518980477,129.1992188
83,Satham Illadha,Amarkalam,0.916666667,0.416666667,-0.008096618,0.024327336,0.046673409,0.013809707,-0.005971752,0.003340709,0.005471391,-0.023751269,0.000993621,0.012850052,0.015464159,-0.012810998,0.00955708,0.341111481,0.409772428,0.431845578,0.408586696,0.415673788,0.383803587,0.435257982,0.11893838,0.150448127,0.145708896,0.172830699,0.221981434,0.197751625,0.11914374,0.19348296,0.176520535,0.042125538,0.09932978,4.294562169,112.3471467
84,Amma Amma,VIP,0,0.166666667,-0.011316991,0.001389217,-0.023763054,-0.016608179,-0.077514259,-0.045645519,0.002562504,-0.167489225,0.040433527,-0.043508067,-0.058836784,0.005040969,-0.059200015,0.39875607,0.344497069,0.389860508,0.466000882,0.483888836,0.393136594,0.537851286,0.135247753,0.142497674,0.142052616,0.154222845,0.155063686,0.139399762,0.135027577,0.31033593,0.158377069,0.053906467,0.07861293,2.382151552,151.9990809
85,Indha Ponnungale,VVS,0.666666667,0.333333333,-0.029831662,-0.04108903,-0.016017467,-0.034188826,-0.023558429,-0.081569472,0.031621883,-0.054100143,-0.046872691,0.012406598,-0.027929812,0.016070888,-0.045661183,0.275349808,0.392808997,0.34117086,0.352016288,0.433051851,0.286892714,0.417495961,0.116886608,0.17278336,0.201750221,0.197435702,0.227057804,0.19330085,0.186190114,0.53086257,0.223097247,0.110958,0.17349961,5.949235808,135.9991776
86,Thendral Vandhu,Avatharam,0.416666667,0.75,-0.008304775,-0.035679261,-0.008135543,-0.032423457,-0.011636144,-0.052432851,0.001456125,-0.078088039,-0.014530557,0.002113108,-0.034106631,-0.020727014,-0.026377681,0.324855844,0.363918016,0.374500184,0.374795971,0.407159559,0.44262818,0.641391604,0.113670234,0.143332832,0.154368312,0.139667229,0.161245163,0.164834697,0.11390959,0.252202848,0.130682329,0.10272387,0.11827094,2.980645161,129.1992188
87,Marana Mass,Petta,0.916666667,0.75,-0.020187503,-0.035249415,-1.34E-05,-0.000301407,0.013422833,-0.012534123,0.017291757,-0.0283692,-0.004903077,0.001918035,-0.014622143,-0.027109886,-0.012207688,0.372470847,0.362313495,0.379149403,0.3331698,0.351191559,0.254571905,0.512479578,0.121089234,0.164968397,0.156840581,0.194987557,0.167099406,0.152636153,0.098763058,0.377934561,0.129007267,0.11859327,0.15224053,7.491087751,83.35433468
88,Why this Kolaveri ,3,0.5,0.5,-0.012422594,-0.025388853,-0.002839383,3.86E-05,-0.050632456,0.002341903,-0.020920634,-0.04480672,0.013702213,-0.04732149,-0.026207875,0.035890507,-0.048182657,0.267823724,0.417363733,0.341185742,0.395853748,0.368028593,0.27504324,0.566884095,0.110676476,0.160029154,0.161324018,0.16837104,0.173529161,0.168197007,0.114730853,0.333410439,0.114832822,0.109974936,0.14302471,3.726476857,143.5546875
89,Vennilave Vennilave,Minsara Kanavu,0.25,0.333333333,-0.046394324,0.024844897,-0.073292514,-0.04372118,-0.053721071,-0.044612285,-0.014618106,-0.016348852,0.008392312,0.061404965,0.031853963,0.03660095,0.048822203,0.356869686,0.404897378,0.45911817,0.47704132,0.477607864,0.483815368,0.497032328,0.129965927,0.162997253,0.158111568,0.162650391,0.180095096,0.179651331,0.153717253,0.622860437,0.188495724,0.17055427,0.16117066,5.563073394,92.28515625
90,Aalaporan Thamizhan,Mersal,0.75,0.75,-0.018467162,-0.01836857,-0.039427849,-0.017135274,-0.048292215,-0.030546874,-0.013030226,-0.045243666,-0.009339353,-0.024630377,-0.010629352,-0.011045535,0.012381293,0.382171777,0.391303125,0.449126248,0.387637926,0.395221049,0.406550894,0.494629713,0.138580367,0.165360772,0.14759034,0.132693731,0.177117443,0.142432472,0.120084785,0.298361319,0.147990165,0.1554601,0.14588267,2.429008568,135.9991776
91,Pirai Thedum ,Mayakkam Enna,0.25,0.25,-0.015694982,-0.010512791,-0.013815446,-0.037874992,-0.1469844,-0.027714858,-0.096595401,-0.107641718,-0.050915998,-0.086950608,0.004482401,-0.015383046,0.033948099,0.314606477,0.495530609,0.443767274,0.499380278,0.428635331,0.424529686,0.515485122,0.143090274,0.173134047,0.148833827,0.16608925,0.15707342,0.134947082,0.093334111,0.261149914,0.13276213,0.03420764,0.07439257,3.035669587,117.4538352
92,Apadi Podu,Ghilli,0.75,0.75,-0.028406385,-0.008312148,0.012552301,-0.017264174,-0.000388031,0.00546542,0.02026745,0.000892466,0.020697589,-0.011066081,0.009362558,-0.025242262,-0.001555972,0.366833223,0.344428477,0.357346612,0.427686282,0.41572315,0.39975138,0.590524141,0.141508563,0.149463302,0.149693656,0.179806983,0.183127946,0.179072818,0.123681694,0.452794367,0.181311825,0.15867692,0.16290078,6.65736505,83.35433468
93,Jana Gana Mana,Aayutha Ezhuthu,0.75,0.583333333,-0.022683685,-0.028756905,-0.004446372,-0.018331571,0.003574259,-0.027267019,0.010752061,-0.02024131,0.02253096,-0.001221303,-0.021349448,-0.015881767,-0.020536011,0.379455674,0.357269996,0.369613025,0.436709391,0.405594232,0.411564461,0.542054448,0.142874117,0.163188884,0.156605648,0.171743251,0.154861944,0.186315513,0.141880339,0.289377332,0.150992081,0.11779811,0.18065575,5.603643601,103.359375
94,Veyilodu Velayadi,Veyil,0.833333333,0.75,-0.018278959,-0.037434622,-0.008541613,-0.023587176,-0.03370241,-0.030594853,0.004884843,-0.049358186,0.01914837,0.010283876,0.001927138,-0.02442826,0.003377477,0.261750183,0.362371876,0.384570791,0.422605859,0.373056265,0.419342775,0.505018606,0.090309784,0.148839198,0.153924966,0.186132115,0.163474946,0.191164667,0.13523869,0.368570066,0.168885988,0.097318664,0.1208266,5.994043983,99.38401442
95,Maduraiku Pogadhadi,ATM,0.666666667,0.75,-0.021679921,-0.03944679,0.015664096,0.004619598,-0.007482896,-0.022996095,0.023021558,-0.004648415,0.010950786,-0.005630027,0.020175913,0.004154359,0.003977265,0.299849776,0.38373335,0.352648839,0.407976865,0.430944969,0.341404927,0.558582937,0.127267085,0.158120239,0.168511313,0.164501665,0.189158172,0.171088686,0.090433468,0.440949628,0.146026856,0.11859575,0.12947655,5.745708155,143.5546875
96,Kodu Potta,Raavanan,0.916666667,0.666666667,-0.02416375,-0.059162621,0.019708498,-0.008467304,-0.004894916,-0.024689886,0.01942738,0.018601568,0.003309834,0.005819134,-0.0096435,-0.042855028,0.004483116,0.343648117,0.391921842,0.318240304,0.275874537,0.266979777,0.334814631,0.601759598,0.168284129,0.159297359,0.162368132,0.144479306,0.143027209,0.131791059,0.116340059,0.481578091,0.162228845,0.11653329,0.16731337,5.171641791,117.4538352
97,Theemai Dhaan Vellum,Thani Oruvan,0.583333333,0.666666667,-0.012594005,-0.03569888,-0.032270632,-0.042399232,-0.052413572,-0.057519399,-0.011355034,-0.110634928,-0.006394516,0.012439733,-0.038791678,0.022531532,-0.018215637,0.312277878,0.4041476,0.346203647,0.360408275,0.374216437,0.465609304,0.696433543,0.123311217,0.148605153,0.138341842,0.168318644,0.167773115,0.189357749,0.114580023,0.344598265,0.129122161,0.088252686,0.12019961,4.741568688,161.4990234
98,En Kaadhal Solla,Paiyaa,0.5,0.333333333,-0.021423508,-0.012194426,0.019811201,-0.002438409,-0.015338919,-0.028276827,-0.015379246,-0.032026467,0.038391599,-0.048839145,0.010199909,-0.064634222,-0.075452057,0.349540092,0.460311815,0.440326312,0.447573812,0.422449843,0.41303527,0.429119734,0.146088262,0.179591916,0.178872301,0.203978448,0.204376037,0.226410629,0.112356456,0.288477476,0.136639067,0.047795445,0.10025603,4.004807692,103.359375
99,Ennodu Nee Irundhal,I,0.25,0.166666667,-0.002692298,-0.006783616,-0.037513922,-0.017495789,-0.039444753,-0.050553581,-0.055709177,-0.042863827,0.01779194,-0.021821418,-0.029026401,-0.033765717,-0.053974618,0.503618296,0.42506905,0.360685669,0.47393474,0.427910383,0.395233284,0.634517654,0.104890974,0.168176973,0.125636841,0.180316741,0.169035016,0.157826836,0.124186754,0.255024867,0.118938935,0.016694307,0.04463351,1.721486762,151.9990809
100,Asku Laska,Nanban,0.5,0.75,-0.019346426,0.052354938,-0.014414968,0.014812623,-0.015371147,-0.026689172,0.006664595,-0.035333492,-0.032671057,-0.009686255,0.025419119,-0.05987495,-0.020242337,0.352996158,0.431743075,0.363173293,0.37756909,0.449570622,0.336547075,0.500053733,0.116765699,0.170179346,0.134326486,0.137420287,0.172513123,0.158432164,0.119041982,0.322174093,0.190706681,0.064635344,0.11283419,4.127186253,129.1992188
101,Kannathil Muthamittal,Kannathil Muthamittal,0.333333333,0.416666667,0.01359858,-0.010863333,-0.020132409,0.003401816,0.010609155,-0.006787476,0.005817514,-0.029732723,-0.004453521,0.006269032,-0.008238245,-0.002349927,0.013848839,0.356889232,0.305129759,0.395602824,0.478513932,0.452794225,0.398196041,0.688560624,0.128930255,0.107355042,0.152697324,0.158845886,0.128176172,0.134336183,0.087524891,0.2557326,0.204324367,0.03540821,0.0810754,1.879854752,107.6660156
